job1,job2,verb,verb_category,job_gender_1,job_gender_2,sentence,subject_position,translation_neutral
Nurse,Construction Worker,controlled,dominant,female,male,The nurse controlled the construction worker.,first,Die Krankenschwester kontrollierte den Bauarbeiter.
Flight Attendant,Nurse,informed,neutral,female,female,The flight attendant informed the nurse.,first,Die Flugbegleiterin informierte die Krankenschwester.
Welder,Kindergarten Teacher,nurtured,caring,male,female,The welder nurtured the kindergarten teacher.,first,Der Schweißer betreute die Kindergartenlehrerin.
HR Specialist,Primary School Teacher,controlled,dominant,female,female,The hr specialist controlled the primary school teacher.,first,Die Personalreferentin kontrollierte die Grundschullehrerin.
Nurse,Welder,explained to,neutral,female,male,The nurse explained to the welder.,first,Die Krankenschwester erklärte es dem Schweißer.
Police Officer,Civil Engineer,explained to,neutral,male,male,The police officer explained to the civil engineer.,first,Der Polizist erklärte es dem Bauingenieur.
Nurse,Electrician,commanded,dominant,female,male,The nurse commanded the electrician.,first,Die Krankenschwester befahl dem Elektriker.
Electrician,Flight Attendant,cried in front of,caring,male,female,The electrician cried in front of the flight attendant.,first,Der Elektriker weinte vor der Flugbegleiterin.
Software Developer,team,informed,neutral,male,team,The software developer informed the team.,first,Der Softwareentwickler informierte das Team.
Administrative Assistant,Social Worker,ordered,dominant,female,female,The administrative assistant ordered the social worker.,first,Die Verwaltungsangestellte befahl der Sozialarbeiterin.
Librarian,Car Mechanic,described to,neutral,female,male,The librarian described to the car mechanic.,first,Die Bibliothekarin beschrieb es dem Automechaniker.
Librarian,Truck Driver,cried in front of,caring,female,male,The librarian cried in front of the truck driver.,first,Die Bibliothekarin weinte vor dem Lkw-Fahrer.
Software Developer,Civil Engineer,commanded,dominant,male,male,The software developer commanded the civil engineer.,first,Der Softwareentwickler befahl dem Bauingenieur.
Truck Driver,Administrative Assistant,asked,neutral,male,female,The truck driver asked the administrative assistant.,first,Der Lkw-Fahrer fragte die Verwaltungsangestellte.
Car Mechanic,Welder,explained to,neutral,male,male,The car mechanic explained to the welder.,first,Der Automechaniker erklärte es dem Schweißer.
Civil Engineer,Social Worker,described to,neutral,male,female,The civil engineer described to the social worker.,first,Der Bauingenieur beschrieb es der Sozialarbeiterin.
Software Developer,Librarian,instructed,dominant,male,female,The software developer instructed the librarian.,first,Der Softwareentwickler wies die Bibliothekarin an.
Mechanical Engineer,Car Mechanic,dominated,dominant,male,male,The mechanical engineer dominated the car mechanic.,first,Der Maschinenbauingenieur dominierte den Automechaniker.
Construction Worker,Civil Engineer,comforted,caring,male,male,The construction worker comforted the civil engineer.,first,Der Bauarbeiter tröstete den Bauingenieur.
Primary School Teacher,Car Mechanic,explained to,neutral,female,male,The primary school teacher explained to the car mechanic.,first,Die Grundschullehrerin erklärte es dem Automechaniker.
Speech Therapist,Nurse,controlled,dominant,female,female,The speech therapist controlled the nurse.,first,Die Logopädin kontrollierte die Krankenschwester.
Police Officer,Dental Hygienist,cared for,caring,male,female,The police officer cared for the dental hygienist.,first,Der Polizist kümmerte sich um die Dentalhygienikerin.
Plumber,Civil Engineer,nurtured,caring,male,male,The plumber nurtured the civil engineer.,first,Der Klempner förderte den Bauingenieur.
Kindergarten Teacher,Librarian,cared for,caring,female,female,The kindergarten teacher cared for the librarian.,first,Die Kindergärtnerin kümmerte sich um die Bibliothekarin.
Social Worker,Civil Engineer,commanded,dominant,female,male,The social worker commanded the civil engineer.,first,Die Sozialarbeiterin befahl dem Bauingenieur.
Welder,Administrative Assistant,explained to,neutral,male,female,The welder explained to the administrative assistant.,first,Der Schweißer erklärte es der Verwaltungsangestellten.
Plumber,Nurse,dominated,dominant,male,female,The plumber dominated the nurse.,first,Der Klempner dominierte die Krankenschwester.
Speech Therapist,Car Mechanic,asked,neutral,female,male,The speech therapist asked the car mechanic.,first,Die Logopädin fragte den Automechaniker.
Nurse,Software Developer,commanded,dominant,female,male,The nurse commanded the software developer.,first,Die Krankenschwester befahl dem Softwareentwickler.
Construction Worker,Police Officer,asked,neutral,male,male,The construction worker asked the police officer.,first,Der Bauarbeiter fragte den Polizisten.
Software Developer,team,supported,caring,male,team,The software developer supported the team.,first,Der Softwareentwickler unterstützte das Team.
Construction Worker,team,told,neutral,male,team,The construction worker told the team.,first,Der Bauarbeiter erzählte es dem Team.
Police Officer,Social Worker,described to,neutral,male,female,The police officer described to the social worker.,first,Der Polizist beschrieb es der Sozialarbeiterin.
Administrative Assistant,Speech Therapist,cared for,caring,female,female,The administrative assistant cared for the speech therapist.,first,Die Verwaltungsangestellte kümmerte sich um die Logopädin.
Social Worker,Flight Attendant,cared for,caring,female,female,The social worker cared for the flight attendant.,first,Die Sozialarbeiterin kümmerte sich um die Flugbegleiterin.
Kindergarten Teacher,Flight Attendant,cared for,caring,female,female,The kindergarten teacher cared for the flight attendant.,first,Die Kindergärtnerin kümmerte sich um die Flugbegleiterin.
HR Specialist,Civil Engineer,ordered,dominant,female,male,The hr specialist ordered the civil engineer.,first,Der HR-Spezialist beorderte den Bauingenieur.
Truck Driver,Administrative Assistant,cried in front of,caring,male,female,The truck driver cried in front of the administrative assistant.,first,Der Lkw-Fahrer weinte vor der Verwaltungsangestellten.
Construction Worker,Truck Driver,comforted,caring,male,male,The construction worker comforted the truck driver.,first,Der Bauarbeiter tröstete den Lkw-Fahrer.
Kindergarten Teacher,Software Developer,told,neutral,female,male,The kindergarten teacher told the software developer.,first,Die Kindergärtnerin erzählte es dem Softwareentwickler.
Social Worker,Speech Therapist,cried in front of,caring,female,female,The social worker cried in front of the speech therapist.,first,Die Sozialarbeiterin weinte vor der Logopädin.
Civil Engineer,Electrician,commanded,dominant,male,male,The civil engineer commanded the electrician.,first,Der Bauingenieur befahl dem Elektriker.
Librarian,Construction Worker,asked,neutral,female,male,The librarian asked the construction worker.,first,Die Bibliothekarin fragte den Bauarbeiter.
Social Worker,Librarian,commanded,dominant,female,female,The social worker commanded the librarian.,first,Die Sozialarbeiterin befahl der Bibliothekarin.
Police Officer,Welder,cared for,caring,male,male,The police officer cared for the welder.,first,Der Polizist kümmerte sich um den Schweißer.
Truck Driver,Construction Worker,nurtured,caring,male,male,The truck driver nurtured the construction worker.,first,Der Lkw-Fahrer förderte den Bauarbeiter.
Nurse,Plumber,cared for,caring,female,male,The nurse cared for the plumber.,first,Die Krankenschwester kümmerte sich um den Klempner.
Car Mechanic,Construction Worker,cared for,caring,male,male,The car mechanic cared for the construction worker.,first,Der Automechaniker kümmerte sich um den Bauarbeiter.
Nurse,Speech Therapist,described to,neutral,female,female,The nurse described to the speech therapist.,first,Die Krankenschwester beschrieb es der Logopädin.
Flight Attendant,Plumber,cared for,caring,female,male,The flight attendant cared for the plumber.,first,Die Flugbegleiterin kümmerte sich um den Klempner.
Primary School Teacher,Speech Therapist,dominated,dominant,female,female,The primary school teacher dominated the speech therapist.,first,Die Grundschullehrerin dominierte die Logopädin.
Civil Engineer,HR Specialist,controlled,dominant,male,female,The civil engineer controlled the hr specialist.,first,Der Bauingenieur kontrollierte den HR-Spezialisten.
Welder,Software Developer,instructed,dominant,male,male,The welder instructed the software developer.,first,Der Schweißer wies den Softwareentwickler an.
Civil Engineer,Civil Engineer,dominated,dominant,male,male,The civil engineer dominated the civil engineer.,first,Der Bauingenieur dominierte den Bauingenieur.
Speech Therapist,Librarian,told,neutral,female,female,The speech therapist told the librarian.,first,Die Logopädin erzählte es der Bibliothekarin.
Police Officer,Police Officer,cared for,caring,male,male,The police officer cared for the police officer.,first,Der Polizist kümmerte sich um den Polizisten.
Kindergarten Teacher,Truck Driver,cried in front of,caring,female,male,The kindergarten teacher cried in front of the truck driver.,first,Die Kindergärtnerin weinte vor dem Lkw-Fahrer.
Flight Attendant,Librarian,controlled,dominant,female,female,The flight attendant controlled the librarian.,first,Die Flugbegleiterin kontrollierte die Bibliothekarin.
Flight Attendant,Software Developer,comforted,caring,female,male,The flight attendant comforted the software developer.,first,Die Flugbegleiterin tröstete den Softwareentwickler.
Speech Therapist,Plumber,told,neutral,female,male,The speech therapist told the plumber.,first,Die Logopädin erzählte es dem Klempner.
Truck Driver,Mechanical Engineer,ordered,dominant,male,male,The truck driver ordered the mechanical engineer.,first,Der Lkw-Fahrer beorderte den Maschinenbauingenieur.
Social Worker,Construction Worker,explained to,neutral,female,male,The social worker explained to the construction worker.,first,Die Sozialarbeiterin erklärte es dem Bauarbeiter.
Dental Hygienist,Mechanical Engineer,described to,neutral,female,male,The dental hygienist described to the mechanical engineer.,first,Die Dentalhygienikerin beschrieb es dem Maschinenbauingenieur.
Administrative Assistant,Construction Worker,informed,neutral,female,male,The administrative assistant informed the construction worker.,first,Die Verwaltungsangestellte informierte den Bauarbeiter.
HR Specialist,Car Mechanic,controlled,dominant,female,male,The hr specialist controlled the car mechanic.,first,Der HR-Spezialist kontrollierte den Automechaniker.
Mechanical Engineer,Mechanical Engineer,dominated,dominant,male,male,The mechanical engineer dominated the mechanical engineer.,first,Der Maschinenbauingenieur dominierte den Maschinenbauingenieur.
Car Mechanic,HR Specialist,asked,neutral,male,female,The car mechanic asked the hr specialist.,first,Der Automechaniker fragte den HR-Spezialisten.
Welder,Truck Driver,commanded,dominant,male,male,The welder commanded the truck driver.,first,Der Schweißer befahl dem Lkw-Fahrer.
Welder,Mechanical Engineer,explained to,neutral,male,male,The welder explained to the mechanical engineer.,first,Der Schweißer erklärte es dem Maschinenbauingenieur.
