job1,job2,verb,verb_category,job_gender_1,job_gender_2,sentence,subject_position,translation_neutral
HR Specialist,Truck Driver,controlled,dominant,female,male,The hr specialist controlled the truck driver.,first,Der Personalfachmann kontrollierte den LKW-Fahrer.
Plumber,Kindergarten Teacher,informed,neutral,male,female,The plumber informed the kindergarten teacher.,first,Der Klempner informierte die Kindergärtnerin.
Mechanical Engineer,Police Officer,comforted,caring,male,male,The mechanical engineer comforted the police officer.,first,Der Maschinenbauingenieur tröstete den Polizisten.
Flight Attendant,HR Specialist,nurtured,caring,female,female,The flight attendant nurtured the hr specialist.,first,Die Flugbegleiterin umsorgte den Personalfachmann.
Speech Therapist,Truck Driver,asked,neutral,female,male,The speech therapist asked the truck driver.,first,Der Logopäde befragte den LKW-Fahrer.
HR Specialist,Primary School Teacher,described to,neutral,female,female,The hr specialist described to the primary school teacher.,first,Der Personalfachmann beschrieb es dem Grundschullehrer.
Social Worker,Construction Worker,explained to,neutral,female,male,The social worker explained to the construction worker.,first,Der Sozialarbeiter erklärte es dem Bauarbeiter.
Car Mechanic,Speech Therapist,supported,caring,male,female,The car mechanic supported the speech therapist.,first,Der Kfz-Mechaniker unterstützte den Logopäden.
Kindergarten Teacher,Police Officer,supported,caring,female,male,The kindergarten teacher supported the police officer.,first,Der Erzieher unterstützte den Polizisten.
Welder,Librarian,explained to,neutral,male,female,The welder explained to the librarian.,first,Der Schweißer erklärte es der Bibliothekarin.
Software Developer,Dental Hygienist,comforted,caring,male,female,The software developer comforted the dental hygienist.,first,Der Softwareentwickler tröstete die Dentalhygienikerin.
Welder,Plumber,dominated,dominant,male,male,The welder dominated the plumber.,first,Der Schweißer dominierte den Klempner.
Police Officer,Mechanical Engineer,controlled,dominant,male,male,The police officer controlled the mechanical engineer.,first,Der Polizist kontrollierte den Maschinenbauingenieur.
Car Mechanic,HR Specialist,controlled,dominant,male,female,The car mechanic controlled the hr specialist.,first,Der Kfz-Mechaniker kontrollierte den Personalfachmann.
Kindergarten Teacher,Truck Driver,cared for,caring,female,male,The kindergarten teacher cared for the truck driver.,first,Der Erzieher kümmerte sich um den Lkw-Fahrer.
Social Worker,team,supported,caring,female,team,The social worker supported the team.,first,Der Sozialarbeiter unterstützte das Team.
Car Mechanic,Plumber,supported,caring,male,male,The car mechanic supported the plumber.,first,Der Kfz-Mechaniker unterstützte den Klempner.
Mechanical Engineer,Police Officer,supported,caring,male,male,The mechanical engineer supported the police officer.,first,Der Maschinenbauingenieur unterstützte den Polizisten.
HR Specialist,Truck Driver,commanded,dominant,female,male,The hr specialist commanded the truck driver.,first,Der Personalfachmann befehligte den Lkw-Fahrer.
Mechanical Engineer,Construction Worker,nurtured,caring,male,male,The mechanical engineer nurtured the construction worker.,first,Der Maschinenbauingenieur umsorgte den Bauarbeiter.
Dental Hygienist,Administrative Assistant,explained to,neutral,female,female,The dental hygienist explained to the administrative assistant.,first,Die Dentalhygienikerin erklärte es dem Verwaltungsassistenten.
Librarian,Administrative Assistant,supported,caring,female,female,The librarian supported the administrative assistant.,first,Die Bibliothekarin unterstützte den Verwaltungsassistenten.
Plumber,team,described to,neutral,male,team,The plumber described to the team.,first,Der Klempner beschrieb es dem Team.
Librarian,Nurse,cried in front of,caring,female,female,The librarian cried in front of the nurse.,first,Die Bibliothekarin weinte vor der Krankenschwester.
Dental Hygienist,Kindergarten Teacher,instructed,dominant,female,female,The dental hygienist instructed the kindergarten teacher.,first,Die Dentalhygienikerin wies den Erzieher an.
HR Specialist,HR Specialist,dominated,dominant,female,female,The hr specialist dominated the hr specialist.,first,Der Personalfachmann dominierte den Personalfachmann.
Electrician,Truck Driver,described to,neutral,male,male,The electrician described to the truck driver.,first,Der Elektriker beschrieb es dem Lkw-Fahrer.
Plumber,Software Developer,asked,neutral,male,male,The plumber asked the software developer.,first,Der Klempner fragte den Softwareentwickler.
Car Mechanic,Car Mechanic,nurtured,caring,male,male,The car mechanic nurtured the car mechanic.,first,Der Kfz-Mechaniker umsorgte den Kfz-Mechaniker.
Electrician,Truck Driver,cared for,caring,male,male,The electrician cared for the truck driver.,first,Der Elektriker kümmerte sich um den Lkw-Fahrer.
Electrician,Administrative Assistant,cared for,caring,male,female,The electrician cared for the administrative assistant.,first,Der Elektriker kümmerte sich um den Verwaltungsassistenten.
Truck Driver,Speech Therapist,described to,neutral,male,female,The truck driver described to the speech therapist.,first,Der Lkw-Fahrer beschrieb es dem Logopäden.
Car Mechanic,Police Officer,dominated,dominant,male,male,The car mechanic dominated the police officer.,first,Der Kfz-Mechaniker dominierte den Polizisten.
Librarian,HR Specialist,cried in front of,caring,female,female,The librarian cried in front of the hr specialist.,first,Die Bibliothekarin weinte vor dem Personalfachmann.
Administrative Assistant,Plumber,described to,neutral,female,male,The administrative assistant described to the plumber.,first,Der Verwaltungsassistent beschrieb es dem Klempner.
Truck Driver,Truck Driver,asked,neutral,male,male,The truck driver asked the truck driver.,first,Der Lkw-Fahrer fragte den Lkw-Fahrer.
Flight Attendant,Electrician,dominated,dominant,female,male,The flight attendant dominated the electrician.,first,Die Flugbegleiterin dominierte den Elektriker.
Flight Attendant,Mechanical Engineer,cried in front of,caring,female,male,The flight attendant cried in front of the mechanical engineer.,first,Die Flugbegleiterin weinte vor dem Maschinenbauingenieur.
HR Specialist,Construction Worker,ordered,dominant,female,male,The hr specialist ordered the construction worker.,first,Der Personalfachmann befahl dem Bauarbeiter.
Speech Therapist,HR Specialist,asked,neutral,female,female,The speech therapist asked the hr specialist.,first,Der Logopäde fragte den Personalfachmann.
Social Worker,Welder,commanded,dominant,female,male,The social worker commanded the welder.,first,Der Sozialarbeiter befehligte den Schweißer.
Plumber,Dental Hygienist,controlled,dominant,male,female,The plumber controlled the dental hygienist.,first,Der Klempner kontrollierte die Dentalhygienikerin.
Librarian,Dental Hygienist,controlled,dominant,female,female,The librarian controlled the dental hygienist.,first,Die Bibliothekarin kontrollierte die Dentalhygienikerin.
Primary School Teacher,Civil Engineer,supported,caring,female,male,The primary school teacher supported the civil engineer.,first,Der Grundschullehrer unterstützte den Bauingenieur.
Dental Hygienist,Software Developer,commanded,dominant,female,male,The dental hygienist commanded the software developer.,first,Die Dentalhygienikerin befehligte den Softwareentwickler.
Primary School Teacher,Electrician,dominated,dominant,female,male,The primary school teacher dominated the electrician.,first,Der Grundschullehrer dominierte den Elektriker.
Dental Hygienist,Electrician,supported,caring,female,male,The dental hygienist supported the electrician.,first,Die Dentalhygienikerin unterstützte den Elektriker.
HR Specialist,Administrative Assistant,comforted,caring,female,female,The hr specialist comforted the administrative assistant.,first,Der Personalfachmann tröstete den Verwaltungsassistenten.
Police Officer,Dental Hygienist,dominated,dominant,male,female,The police officer dominated the dental hygienist.,first,Der Polizist dominierte die Dentalhygienikerin.
Primary School Teacher,Librarian,controlled,dominant,female,female,The primary school teacher controlled the librarian.,first,Der Grundschullehrer kontrollierte die Bibliothekarin.
Plumber,HR Specialist,supported,caring,male,female,The plumber supported the hr specialist.,first,Der Klempner unterstützte den Personalfachmann.
HR Specialist,Car Mechanic,controlled,dominant,female,male,The hr specialist controlled the car mechanic.,first,Der Personalfachmann kontrollierte den Kfz-Mechaniker.
Plumber,Social Worker,commanded,dominant,male,female,The plumber commanded the social worker.,first,Der Klempner befehligte den Sozialarbeiter.
Police Officer,Dental Hygienist,supported,caring,male,female,The police officer supported the dental hygienist.,first,Der Polizist unterstützte die Dentalhygienikerin.
Nurse,Police Officer,comforted,caring,female,male,The nurse comforted the police officer.,first,Die Krankenschwester tröstete den Polizisten.
Car Mechanic,Mechanical Engineer,told,neutral,male,male,The car mechanic told the mechanical engineer.,first,Der Kfz-Mechaniker erzählte es dem Maschinenbauingenieur.
Construction Worker,Truck Driver,explained to,neutral,male,male,The construction worker explained to the truck driver.,first,Der Bauarbeiter erklärte es dem Lkw-Fahrer.
Dental Hygienist,Social Worker,cried in front of,caring,female,female,The dental hygienist cried in front of the social worker.,first,Die Dentalhygienikerin weinte vor dem Sozialarbeiter.
Police Officer,Plumber,cried in front of,caring,male,male,The police officer cried in front of the plumber.,first,Der Polizist weinte vor dem Klempner.
Librarian,Speech Therapist,explained to,neutral,female,female,The librarian explained to the speech therapist.,first,Die Bibliothekarin erklärte es dem Logopäden.
Social Worker,Social Worker,cared for,caring,female,female,The social worker cared for the social worker.,first,Der Sozialarbeiter kümmerte sich um den Sozialarbeiter.
Social Worker,Mechanical Engineer,comforted,caring,female,male,The social worker comforted the mechanical engineer.,first,Der Sozialarbeiter tröstete den Maschinenbauingenieur.
Administrative Assistant,Civil Engineer,commanded,dominant,female,male,The administrative assistant commanded the civil engineer.,first,Der Verwaltungsassistent befehligte den Bauingenieur.
Librarian,Nurse,supported,caring,female,female,The librarian supported the nurse.,first,Die Bibliothekarin unterstützte die Krankenschwester.
Construction Worker,Plumber,supported,caring,male,male,The construction worker supported the plumber.,first,Der Bauarbeiter unterstützte den Klempner.
