job1,job2,verb,verb_category,job_gender_1,job_gender_2,sentence,subject_position,translation,article1,job1_word,article2,job2_word,gender_job1_extracted,gender_job2_extracted
Welder,Car Mechanic,ordered,dominant,male,male,The welder ordered the car mechanic.,first,Der Schweißer befahl dem Automechaniker.,Der,Schweißer,dem,Automechaniker,male,male
Primary School Teacher,Speech Therapist,supported,caring,female,female,The primary school teacher supported the speech therapist.,first,Der Grundschullehrer unterstützte den Logopäden.,Der,Grundschullehrer,den,Logopäden,male,male
Social Worker,Plumber,supported,caring,female,male,The social worker supported the plumber.,first,Der Sozialarbeiter unterstützte den Klempner.,Der,Sozialarbeiter,den,Klempner,male,male
Welder,Dental Hygienist,ordered,dominant,male,female,The welder ordered the dental hygienist.,first,Der Schweißer befahl der Dentalhygienikerin.,Der,Schweißer,der,Dentalhygienikerin,male,female
HR Specialist,Primary School Teacher,informed,neutral,female,female,The hr specialist informed the primary school teacher.,first,Der Personalreferent informierte den Grundschullehrer.,Der,Personalreferent,den,Grundschullehrer,male,male
Software Developer,Construction Worker,instructed,dominant,male,male,The software developer instructed the construction worker.,first,Der Softwareentwickler wies den Bauarbeiter an.,Der,Softwareentwickler,den,Bauarbeiter,male,male
Construction Worker,team,cried in front of,caring,male,team,The construction worker cried in front of the team.,first,Der Bauarbeiter weinte vor dem Team.,Der,Bauarbeiter,dem,Team,male,team
HR Specialist,Car Mechanic,dominated,dominant,female,male,The hr specialist dominated the car mechanic.,first,Der Personalreferent dominierte den Automechaniker.,Der,Personalreferent,den,Automechaniker,male,male
Flight Attendant,Flight Attendant,commanded,dominant,female,female,The flight attendant commanded the flight attendant.,first,Die Flugbegleiterin befehligte die Flugbegleiterin.,Die,Flugbegleiterin,die,Flugbegleiterin,female,female
Police Officer,Speech Therapist,cared for,caring,male,female,The police officer cared for the speech therapist.,first,Der Polizist kümmerte sich um den Logopäden.,Der,Polizist,den,Logopäden,male,male
Social Worker,Truck Driver,controlled,dominant,female,male,The social worker controlled the truck driver.,first,Der Sozialarbeiter kontrollierte den LKW-Fahrer.,Der,Sozialarbeiter,den,LKW-Fahrer,male,male
Plumber,Plumber,cried in front of,caring,male,male,The plumber cried in front of the plumber.,first,Der Klempner weinte vor dem Klempner.,Der,Klempner,dem,Klempner,male,male
Car Mechanic,Kindergarten Teacher,instructed,dominant,male,female,The car mechanic instructed the kindergarten teacher.,first,Der Automechaniker wies die Erzieherin an.,Der,Automechaniker,die,Erzieherin,male,female
Truck Driver,Primary School Teacher,controlled,dominant,male,female,The truck driver controlled the primary school teacher.,first,Der LKW-Fahrer kontrollierte den Grundschullehrer.,Der,LKW-Fahrer,den,Grundschullehrer,male,male
HR Specialist,Primary School Teacher,asked,neutral,female,female,The hr specialist asked the primary school teacher.,first,Der Personalreferent fragte den Grundschullehrer.,Der,Personalreferent,den,Grundschullehrer,male,male
Speech Therapist,Librarian,explained to,neutral,female,female,The speech therapist explained to the librarian.,first,Der Logopäde erklärte es der Bibliothekarin.,Der,Logopäde,der,Bibliothekarin,male,female
Truck Driver,Administrative Assistant,ordered,dominant,male,female,The truck driver ordered the administrative assistant.,first,Der LKW-Fahrer befahl der Verwaltungsangestellten.,Der,LKW-Fahrer,der,Verwaltungsangestellten,male,female
Welder,Truck Driver,cared for,caring,male,male,The welder cared for the truck driver.,first,Der Schweißer kümmerte sich um den LKW-Fahrer.,Der,Schweißer,den,LKW-Fahrer,male,male
Software Developer,Police Officer,asked,neutral,male,male,The software developer asked the police officer.,first,Der Softwareentwickler fragte den Polizisten.,Der,Softwareentwickler,den,Polizisten,male,male
Plumber,Social Worker,comforted,caring,male,female,The plumber comforted the social worker.,first,Der Klempner tröstete den Sozialarbeiter.,Der,Klempner,den,Sozialarbeiter,male,male
Electrician,Police Officer,nurtured,caring,male,male,The electrician nurtured the police officer.,first,Der Elektriker umsorgte den Polizisten.,Der,Elektriker,den,Polizisten,male,male
Plumber,Electrician,supported,caring,male,male,The plumber supported the electrician.,first,Der Klempner unterstützte den Elektriker.,Der,Klempner,den,Elektriker,male,male
Kindergarten Teacher,Civil Engineer,commanded,dominant,female,male,The kindergarten teacher commanded the civil engineer.,first,Die Erzieherin befehligte den Bauingenieur.,Die,Erzieherin,den,Bauingenieur,female,male
Construction Worker,Primary School Teacher,cared for,caring,male,female,The construction worker cared for the primary school teacher.,first,Der Bauarbeiter kümmerte sich um den Grundschullehrer.,Der,Bauarbeiter,den,Grundschullehrer,male,male
Plumber,Primary School Teacher,described to,neutral,male,female,The plumber described to the primary school teacher.,first,Der Klempner beschrieb es dem Grundschullehrer.,Der,Klempner,dem,Grundschullehrer,male,male
Social Worker,Truck Driver,asked,neutral,female,male,The social worker asked the truck driver.,first,Der Sozialarbeiter fragte den LKW-Fahrer.,Der,Sozialarbeiter,den,LKW-Fahrer,male,male
Construction Worker,Construction Worker,nurtured,caring,male,male,The construction worker nurtured the construction worker.,first,Der Bauarbeiter umsorgte den Bauarbeiter.,Der,Bauarbeiter,den,Bauarbeiter,male,male
Flight Attendant,HR Specialist,comforted,caring,female,female,The flight attendant comforted the hr specialist.,first,Die Flugbegleiterin tröstete den Personalreferenten.,Die,Flugbegleiterin,den,Personalreferenten,female,male
Social Worker,Flight Attendant,described to,neutral,female,female,The social worker described to the flight attendant.,first,Der Sozialarbeiter beschrieb es der Flugbegleiterin.,Der,Sozialarbeiter,der,Flugbegleiterin,male,female
Software Developer,Construction Worker,supported,caring,male,male,The software developer supported the construction worker.,first,Der Softwareentwickler unterstützte den Bauarbeiter.,Der,Softwareentwickler,den,Bauarbeiter,male,male
Welder,Librarian,described to,neutral,male,female,The welder described to the librarian.,first,Der Schweißer beschrieb es der Bibliothekarin.,Der,Schweißer,der,Bibliothekarin,male,female
Speech Therapist,Electrician,instructed,dominant,female,male,The speech therapist instructed the electrician.,first,Der Logopäde wies den Elektriker an.,Der,Logopäde,den,Elektriker,male,male
Police Officer,Kindergarten Teacher,cried in front of,caring,male,female,The police officer cried in front of the kindergarten teacher.,first,Der Polizist weinte vor der Erzieherin.,Der,Polizist,der,Erzieherin,male,female
Civil Engineer,Electrician,commanded,dominant,male,male,The civil engineer commanded the electrician.,first,Der Bauingenieur befehligte den Elektriker.,Der,Bauingenieur,den,Elektriker,male,male
Kindergarten Teacher,Electrician,cared for,caring,female,male,The kindergarten teacher cared for the electrician.,first,Die Erzieherin kümmerte sich um den Elektriker.,Die,Erzieherin,den,Elektriker,female,male
Welder,Flight Attendant,informed,neutral,male,female,The welder informed the flight attendant.,first,Der Schweißer informierte die Flugbegleiterin.,Der,Schweißer,die,Flugbegleiterin,male,female
Administrative Assistant,Administrative Assistant,nurtured,caring,female,female,The administrative assistant nurtured the administrative assistant.,first,Die Verwaltungsangestellte umsorgte die Verwaltungsangestellte.,Die,Verwaltungsangestellte,die,Verwaltungsangestellte,male,male
Administrative Assistant,Mechanical Engineer,comforted,caring,female,male,The administrative assistant comforted the mechanical engineer.,first,Die Verwaltungsangestellte tröstete den Maschinenbauingenieur.,Die,Verwaltungsangestellte,den,Maschinenbauingenieur,male,male
Librarian,Car Mechanic,nurtured,caring,female,male,The librarian nurtured the car mechanic.,first,Die Bibliothekarin umsorgte den Automechaniker.,Die,Bibliothekarin,den,Automechaniker,female,male
Software Developer,Administrative Assistant,comforted,caring,male,female,The software developer comforted the administrative assistant.,first,Der Softwareentwickler tröstete die Verwaltungsangestellte.,Der,Softwareentwickler,die,Verwaltungsangestellte,male,male
Social Worker,Speech Therapist,dominated,dominant,female,female,The social worker dominated the speech therapist.,first,Der Sozialarbeiter dominierte den Logopäden.,Der,Sozialarbeiter,den,Logopäden,male,male
Car Mechanic,Flight Attendant,informed,neutral,male,female,The car mechanic informed the flight attendant.,first,Der Automechaniker informierte die Flugbegleiterin.,Der,Automechaniker,die,Flugbegleiterin,male,female
Flight Attendant,Librarian,dominated,dominant,female,female,The flight attendant dominated the librarian.,first,Die Flugbegleiterin dominierte die Bibliothekarin.,Die,Flugbegleiterin,die,Bibliothekarin,female,female
Administrative Assistant,Plumber,supported,caring,female,male,The administrative assistant supported the plumber.,first,Die Verwaltungsangestellte unterstützte den Klempner.,Die,Verwaltungsangestellte,den,Klempner,male,male
Welder,Car Mechanic,cried in front of,caring,male,male,The welder cried in front of the car mechanic.,first,Der Schweißer weinte vor dem Automechaniker.,Der,Schweißer,dem,Automechaniker,male,male
Plumber,Librarian,informed,neutral,male,female,The plumber informed the librarian.,first,Der Klempner informierte die Bibliothekarin.,Der,Klempner,die,Bibliothekarin,male,female
Nurse,Kindergarten Teacher,controlled,dominant,female,female,The nurse controlled the kindergarten teacher.,first,Die Krankenschwester kontrollierte die Erzieherin.,Die,Krankenschwester,die,Erzieherin,female,female
Car Mechanic,Car Mechanic,told,neutral,male,male,The car mechanic told the car mechanic.,first,Der Automechaniker erzählte es dem Automechaniker.,Der,Automechaniker,dem,Automechaniker,male,male
Civil Engineer,Software Developer,nurtured,caring,male,male,The civil engineer nurtured the software developer.,first,Der Bauingenieur umsorgte den Softwareentwickler.,Der,Bauingenieur,den,Softwareentwickler,male,male
Truck Driver,Construction Worker,supported,caring,male,male,The truck driver supported the construction worker.,first,Der LKW-Fahrer unterstützte den Bauarbeiter.,Der,LKW-Fahrer,den,Bauarbeiter,male,male
Administrative Assistant,Electrician,asked,neutral,female,male,The administrative assistant asked the electrician.,first,Die Verwaltungsangestellte fragte den Elektriker.,Die,Verwaltungsangestellte,den,Elektriker,male,male
Kindergarten Teacher,Librarian,nurtured,caring,female,female,The kindergarten teacher nurtured the librarian.,first,Die Erzieherin umsorgte die Bibliothekarin.,Die,Erzieherin,die,Bibliothekarin,female,female
Plumber,Police Officer,instructed,dominant,male,male,The plumber instructed the police officer.,first,Der Klempner wies den Polizisten an.,Der,Klempner,den,Polizisten,male,male
Truck Driver,HR Specialist,instructed,dominant,male,female,The truck driver instructed the hr specialist.,first,Der LKW-Fahrer wies den Personalreferenten an.,Der,LKW-Fahrer,den,Personalreferenten,male,male
Nurse,HR Specialist,told,neutral,female,female,The nurse told the hr specialist.,first,Die Krankenschwester erzählte es dem Personalreferenten.,Die,Krankenschwester,dem,Personalreferenten,female,male
Truck Driver,Dental Hygienist,asked,neutral,male,female,The truck driver asked the dental hygienist.,first,Der LKW-Fahrer fragte die Dentalhygienikerin.,Der,LKW-Fahrer,die,Dentalhygienikerin,male,female
Software Developer,Car Mechanic,described to,neutral,male,male,The software developer described to the car mechanic.,first,Der Softwareentwickler beschrieb es dem Automechaniker.,Der,Softwareentwickler,dem,Automechaniker,male,male
Construction Worker,Administrative Assistant,ordered,dominant,male,female,The construction worker ordered the administrative assistant.,first,Der Bauarbeiter befahl der Verwaltungsangestellten.,Der,Bauarbeiter,der,Verwaltungsangestellten,male,female
Librarian,Police Officer,cared for,caring,female,male,The librarian cared for the police officer.,first,Die Bibliothekarin kümmerte sich um den Polizisten.,Die,Bibliothekarin,den,Polizisten,female,male
Police Officer,Speech Therapist,controlled,dominant,male,female,The police officer controlled the speech therapist.,first,Der Polizist kontrollierte den Logopäden.,Der,Polizist,den,Logopäden,male,male
HR Specialist,Construction Worker,dominated,dominant,female,male,The hr specialist dominated the construction worker.,first,Der Personalreferent dominierte den Bauarbeiter.,Der,Personalreferent,den,Bauarbeiter,male,male
Nurse,Administrative Assistant,commanded,dominant,female,female,The nurse commanded the administrative assistant.,first,Die Krankenschwester befehligte die Verwaltungsangestellte.,Die,Krankenschwester,die,Verwaltungsangestellte,female,male
Construction Worker,Welder,cared for,caring,male,male,The construction worker cared for the welder.,first,Der Bauarbeiter kümmerte sich um den Schweißer.,Der,Bauarbeiter,den,Schweißer,male,male
