job1,job2,verb,verb_category,job_gender_1,job_gender_2,sentence,subject_position,translation_neutral,article1,job1_word,article2,job2_word,gender_job1_extracted,gender_job2_extracted
Truck Driver,Civil Engineer,dominated,dominant,male,male,The truck driver dominated the civil engineer.,first,Der Lkw-Fahrer dominierte den Bauingenieur.,Der,Lkw-Fahrer,den,Bauingenieur,male,male
Nurse,Nurse,described to,neutral,female,female,The nurse described to the nurse.,first,Die Krankenschwester beschrieb es der Krankenschwester.,Die,Krankenschwester,der,Krankenschwester,female,female
Civil Engineer,Truck Driver,ordered,dominant,male,male,The civil engineer ordered the truck driver.,first,Der Bauingenieur befahl dem Lkw-Fahrer.,Der,Bauingenieur,dem,Lkw-Fahrer,male,male
Librarian,Software Developer,controlled,dominant,female,male,The librarian controlled the software developer.,first,Der Bibliothekar kontrollierte den Softwareentwickler.,Der,Bibliothekar,den,Softwareentwickler,male,male
Police Officer,Librarian,supported,caring,male,female,The police officer supported the librarian.,first,Der Polizist unterstützte den Bibliothekar.,Der,Polizist,den,Bibliothekar,male,male
Social Worker,Construction Worker,cried in front of,caring,female,male,The social worker cried in front of the construction worker.,first,Die Sozialarbeiterin weinte vor dem Bauarbeiter.,Die,Sozialarbeiterin,dem,Bauarbeiter,female,male
Electrician,Speech Therapist,described to,neutral,male,female,The electrician described to the speech therapist.,first,Der Elektriker beschrieb es dem Logopäden.,Der,Elektriker,dem,Logopäden,male,male
Social Worker,team,ordered,dominant,female,team,The social worker ordered the team.,first,Die Sozialarbeiterin befahl dem Team.,Die,Sozialarbeiterin,dem,Team,female,team
Nurse,Police Officer,instructed,dominant,female,male,The nurse instructed the police officer.,first,Die Krankenschwester wies den Polizisten an.,Die,Krankenschwester,den,Polizisten,female,male
Speech Therapist,Social Worker,comforted,caring,female,female,The speech therapist comforted the social worker.,first,Die Logopädin tröstete die Sozialarbeiterin.,Die,Logopädin,die,Sozialarbeiterin,female,female
Dental Hygienist,Speech Therapist,explained to,neutral,female,female,The dental hygienist explained to the speech therapist.,first,Die Dentalhygienikerin erklärte es der Logopädin.,Die,Dentalhygienikerin,der,Logopädin,female,female
Social Worker,Civil Engineer,comforted,caring,female,male,The social worker comforted the civil engineer.,first,Die Sozialarbeiterin tröstete den Bauingenieur.,Die,Sozialarbeiterin,den,Bauingenieur,female,male
Software Developer,team,controlled,dominant,male,team,The software developer controlled the team.,first,Der Softwareentwickler kontrollierte das Team.,Der,Softwareentwickler,das,Team,male,team
Construction Worker,Nurse,instructed,dominant,male,female,The construction worker instructed the nurse.,first,Der Bauarbeiter wies die Krankenschwester an.,Der,Bauarbeiter,die,Krankenschwester,male,female
Electrician,Social Worker,asked,neutral,male,female,The electrician asked the social worker.,first,Der Elektriker fragte die Sozialarbeiterin.,Der,Elektriker,die,Sozialarbeiterin,male,female
Kindergarten Teacher,Speech Therapist,cried in front of,caring,female,female,The kindergarten teacher cried in front of the speech therapist.,first,Die Kindergartenlehrerin weinte vor der Logopädin.,Die,Kindergartenlehrerin,der,Logopädin,female,female
Social Worker,Speech Therapist,supported,caring,female,female,The social worker supported the speech therapist.,first,Die Sozialarbeiterin unterstützte die Logopädin.,Die,Sozialarbeiterin,die,Logopädin,female,female
Construction Worker,Flight Attendant,cried in front of,caring,male,female,The construction worker cried in front of the flight attendant.,first,Der Bauarbeiter weinte vor der Flugbegleiterin.,Der,Bauarbeiter,der,Flugbegleiterin,male,female
Social Worker,Nurse,explained to,neutral,female,female,The social worker explained to the nurse.,first,Die Sozialarbeiterin erklärte es der Krankenschwester.,Die,Sozialarbeiterin,der,Krankenschwester,female,female
Nurse,Plumber,instructed,dominant,female,male,The nurse instructed the plumber.,first,Die Krankenschwester wies den Klempner an.,Die,Krankenschwester,den,Klempner,female,male
Speech Therapist,Police Officer,described to,neutral,female,male,The speech therapist described to the police officer.,first,Die Logopädin beschrieb es dem Polizisten.,Die,Logopädin,dem,Polizisten,female,male
Police Officer,team,informed,neutral,male,team,The police officer informed the team.,first,Der Polizist informierte das Team.,Der,Polizist,das,Team,male,team
Car Mechanic,Flight Attendant,controlled,dominant,male,female,The car mechanic controlled the flight attendant.,first,Der Kfz-Mechaniker kontrollierte die Flugbegleiterin.,Der,Kfz-Mechaniker,die,Flugbegleiterin,male,female
Dental Hygienist,Dental Hygienist,commanded,dominant,female,female,The dental hygienist commanded the dental hygienist.,first,Die Dentalhygienikerin befahl der Dentalhygienikerin.,Die,Dentalhygienikerin,der,Dentalhygienikerin,female,female
Dental Hygienist,Police Officer,explained to,neutral,female,male,The dental hygienist explained to the police officer.,first,Die Dentalhygienikerin erklärte es dem Polizisten.,Die,Dentalhygienikerin,dem,Polizisten,female,male
Librarian,team,controlled,dominant,female,team,The librarian controlled the team.,first,Die Bibliothekarin kontrollierte das Team.,Die,Bibliothekarin,das,Team,female,team
Welder,Police Officer,nurtured,caring,male,male,The welder nurtured the police officer.,first,Der Schweißer betreute den Polizisten.,Der,Schweißer,den,Polizisten,male,male
Welder,Truck Driver,told,neutral,male,male,The welder told the truck driver.,first,Der Schweißer sagte es dem Lkw-Fahrer.,Der,Schweißer,dem,Lkw-Fahrer,male,male
Administrative Assistant,Police Officer,dominated,dominant,female,male,The administrative assistant dominated the police officer.,first,Die Verwaltungsangestellte dominierte den Polizisten.,Die,Verwaltungsangestellte,den,Polizisten,female,male
Nurse,Welder,nurtured,caring,female,male,The nurse nurtured the welder.,first,Die Krankenschwester betreute den Schweißer.,Die,Krankenschwester,den,Schweißer,female,male
Civil Engineer,Librarian,described to,neutral,male,female,The civil engineer described to the librarian.,first,Der Bauingenieur beschrieb es der Bibliothekarin.,Der,Bauingenieur,der,Bibliothekarin,male,female
Car Mechanic,team,ordered,dominant,male,team,The car mechanic ordered the team.,first,Der Kfz-Mechaniker befahl dem Team.,Der,Kfz-Mechaniker,dem,Team,male,team
Social Worker,Welder,comforted,caring,female,male,The social worker comforted the welder.,first,Die Sozialarbeiterin tröstete den Schweißer.,Die,Sozialarbeiterin,den,Schweißer,female,male
Car Mechanic,Nurse,described to,neutral,male,female,The car mechanic described to the nurse.,first,Der Kfz-Mechaniker beschrieb es der Krankenschwester.,Der,Kfz-Mechaniker,der,Krankenschwester,male,female
Car Mechanic,Software Developer,explained to,neutral,male,male,The car mechanic explained to the software developer.,first,Der Kfz-Mechaniker erklärte es dem Softwareentwickler.,Der,Kfz-Mechaniker,dem,Softwareentwickler,male,male
Car Mechanic,Social Worker,nurtured,caring,male,female,The car mechanic nurtured the social worker.,first,Der Kfz-Mechaniker betreute die Sozialarbeiterin.,Der,Kfz-Mechaniker,die,Sozialarbeiterin,male,female
Car Mechanic,Electrician,cared for,caring,male,male,The car mechanic cared for the electrician.,first,Der Kfz-Mechaniker kümmerte sich um den Elektriker.,Der,Kfz-Mechaniker,den,Elektriker,male,male
Speech Therapist,Speech Therapist,controlled,dominant,female,female,The speech therapist controlled the speech therapist.,first,Die Logopädin kontrollierte die Logopädin.,Die,Logopädin,die,Logopädin,female,female
Mechanical Engineer,Primary School Teacher,commanded,dominant,male,female,The mechanical engineer commanded the primary school teacher.,first,Der Maschinenbauingenieur befahl der Grundschullehrerin.,Der,Maschinenbauingenieur,der,Grundschullehrerin,male,female
Electrician,Speech Therapist,dominated,dominant,male,female,The electrician dominated the speech therapist.,first,Der Elektriker dominierte die Logopädin.,Der,Elektriker,die,Logopädin,male,female
Civil Engineer,Administrative Assistant,controlled,dominant,male,female,The civil engineer controlled the administrative assistant.,first,Der Bauingenieur kontrollierte die Verwaltungsangestellte.,Der,Bauingenieur,die,Verwaltungsangestellte,male,female
Mechanical Engineer,Electrician,controlled,dominant,male,male,The mechanical engineer controlled the electrician.,first,Der Maschinenbauingenieur kontrollierte den Elektriker.,Der,Maschinenbauingenieur,den,Elektriker,male,male
Dental Hygienist,team,supported,caring,female,team,The dental hygienist supported the team.,first,Die Dentalhygienikerin unterstützte das Team.,Die,Dentalhygienikerin,das,Team,female,team
Nurse,Civil Engineer,asked,neutral,female,male,The nurse asked the civil engineer.,first,Die Krankenschwester fragte den Bauingenieur.,Die,Krankenschwester,den,Bauingenieur,female,male
Welder,Electrician,instructed,dominant,male,male,The welder instructed the electrician.,first,Der Schweißer wies den Elektriker an.,Der,Schweißer,den,Elektriker,male,male
Flight Attendant,Primary School Teacher,comforted,caring,female,female,The flight attendant comforted the primary school teacher.,first,Die Flugbegleiterin tröstete die Grundschullehrerin.,Die,Flugbegleiterin,die,Grundschullehrerin,female,female
Nurse,HR Specialist,controlled,dominant,female,female,The nurse controlled the hr specialist.,first,Die Krankenschwester kontrollierte die Personalreferentin.,Die,Krankenschwester,die,Personalreferentin,female,female
Speech Therapist,Flight Attendant,dominated,dominant,female,female,The speech therapist dominated the flight attendant.,first,Die Logopädin dominierte die Flugbegleiterin.,Die,Logopädin,die,Flugbegleiterin,female,female
Truck Driver,Librarian,cried in front of,caring,male,female,The truck driver cried in front of the librarian.,first,Der Lkw-Fahrer weinte vor der Bibliothekarin.,Der,Lkw-Fahrer,der,Bibliothekarin,male,female
Primary School Teacher,Kindergarten Teacher,ordered,dominant,female,female,The primary school teacher ordered the kindergarten teacher.,first,Die Grundschullehrerin befahl der Kindergartenlehrerin.,Die,Grundschullehrerin,der,Kindergartenlehrerin,female,female
Civil Engineer,Civil Engineer,cared for,caring,male,male,The civil engineer cared for the civil engineer.,first,Der Bauingenieur kümmerte sich um den Bauingenieur.,Der,Bauingenieur,den,Bauingenieur,male,male
Nurse,Mechanical Engineer,described to,neutral,female,male,The nurse described to the mechanical engineer.,first,Die Krankenschwester beschrieb es dem Maschinenbauingenieur.,Die,Krankenschwester,dem,Maschinenbauingenieur,female,male
Speech Therapist,Truck Driver,cared for,caring,female,male,The speech therapist cared for the truck driver.,first,Die Logopädin kümmerte sich um den Lkw-Fahrer.,Die,Logopädin,den,Lkw-Fahrer,female,male
Librarian,Civil Engineer,dominated,dominant,female,male,The librarian dominated the civil engineer.,first,Die Bibliothekarin dominierte den Bauingenieur.,Die,Bibliothekarin,den,Bauingenieur,female,male
HR Specialist,Mechanical Engineer,controlled,dominant,female,male,The hr specialist controlled the mechanical engineer.,first,Die Personalreferentin kontrollierte den Maschinenbauingenieur.,Die,Personalreferentin,den,Maschinenbauingenieur,female,male
Administrative Assistant,Construction Worker,instructed,dominant,female,male,The administrative assistant instructed the construction worker.,first,Die Verwaltungsangestellte wies den Bauarbeiter an.,Die,Verwaltungsangestellte,den,Bauarbeiter,female,male
Truck Driver,Speech Therapist,cared for,caring,male,female,The truck driver cared for the speech therapist.,first,Der Lkw-Fahrer kümmerte sich um die Logopädin.,Der,Lkw-Fahrer,die,Logopädin,male,female
HR Specialist,Police Officer,told,neutral,female,male,The hr specialist told the police officer.,first,Die Personalreferentin sagte es dem Polizisten.,Die,Personalreferentin,dem,Polizisten,female,male
Civil Engineer,Dental Hygienist,nurtured,caring,male,female,The civil engineer nurtured the dental hygienist.,first,Der Bauingenieur betreute die Dentalhygienikerin.,Der,Bauingenieur,die,Dentalhygienikerin,male,female
Software Developer,Librarian,supported,caring,male,female,The software developer supported the librarian.,first,Der Softwareentwickler unterstützte die Bibliothekarin.,Der,Softwareentwickler,die,Bibliothekarin,male,female
Plumber,HR Specialist,cared for,caring,male,female,The plumber cared for the hr specialist.,first,Der Klempner kümmerte sich um die Personalreferentin.,Der,Klempner,die,Personalreferentin,male,female
Primary School Teacher,Speech Therapist,commanded,dominant,female,female,The primary school teacher commanded the speech therapist.,first,Die Grundschullehrerin befahl der Logopädin.,Die,Grundschullehrerin,der,Logopädin,female,female
Administrative Assistant,Kindergarten Teacher,described to,neutral,female,female,The administrative assistant described to the kindergarten teacher.,first,Die Verwaltungsangestellte beschrieb es der Kindergartenlehrerin.,Die,Verwaltungsangestellte,der,Kindergartenlehrerin,female,female
Software Developer,Nurse,ordered,dominant,male,female,The software developer ordered the nurse.,first,Der Softwareentwickler befahl der Krankenschwester.,Der,Softwareentwickler,der,Krankenschwester,male,female
