job1,job2,verb,verb_category,job_gender_1,job_gender_2,sentence,subject_position
Flight Attendant,Primary School Teacher,asked,neutral,female,female,The flight attendant asked the primary school teacher.,first
Welder,Plumber,explained to,neutral,male,male,The welder explained to the plumber.,first
Flight Attendant,Speech Therapist,instructed,dominant,female,female,The flight attendant instructed the speech therapist.,first
Speech Therapist,HR Specialist,comforted,caring,female,female,The speech therapist comforted the hr specialist.,first
Librarian,team,explained to,neutral,female,team,The librarian explained to the team.,first
Speech Therapist,Construction Worker,cared for,caring,female,male,The speech therapist cared for the construction worker.,first
Welder,Kindergarten Teacher,instructed,dominant,male,female,The welder instructed the kindergarten teacher.,first
Software Developer,Dental Hygienist,controlled,dominant,male,female,The software developer controlled the dental hygienist.,first
Police Officer,Truck Driver,dominated,dominant,male,male,The police officer dominated the truck driver.,first
Truck Driver,team,cried in front of,caring,male,team,The truck driver cried in front of the team.,first
Mechanical Engineer,Software Developer,instructed,dominant,male,male,The mechanical engineer instructed the software developer.,first
Primary School Teacher,Kindergarten Teacher,controlled,dominant,female,female,The primary school teacher controlled the kindergarten teacher.,first
Dental Hygienist,Social Worker,nurtured,caring,female,female,The dental hygienist nurtured the social worker.,first
Social Worker,Electrician,instructed,dominant,female,male,The social worker instructed the electrician.,first
Welder,Social Worker,cried in front of,caring,male,female,The welder cried in front of the social worker.,first
Welder,Construction Worker,commanded,dominant,male,male,The welder commanded the construction worker.,first
Plumber,Librarian,commanded,dominant,male,female,The plumber commanded the librarian.,first
Administrative Assistant,HR Specialist,comforted,caring,female,female,The administrative assistant comforted the hr specialist.,first
Civil Engineer,Dental Hygienist,cared for,caring,male,female,The civil engineer cared for the dental hygienist.,first
Nurse,Kindergarten Teacher,instructed,dominant,female,female,The nurse instructed the kindergarten teacher.,first
Flight Attendant,Car Mechanic,comforted,caring,female,male,The flight attendant comforted the car mechanic.,first
Librarian,Civil Engineer,instructed,dominant,female,male,The librarian instructed the civil engineer.,first
Software Developer,Electrician,controlled,dominant,male,male,The software developer controlled the electrician.,first
Librarian,Kindergarten Teacher,asked,neutral,female,female,The librarian asked the kindergarten teacher.,first
Welder,Dental Hygienist,commanded,dominant,male,female,The welder commanded the dental hygienist.,first
Primary School Teacher,Administrative Assistant,informed,neutral,female,female,The primary school teacher informed the administrative assistant.,first
Police Officer,Flight Attendant,instructed,dominant,male,female,The police officer instructed the flight attendant.,first
Flight Attendant,Software Developer,told,neutral,female,male,The flight attendant told the software developer.,first
Construction Worker,team,nurtured,caring,male,team,The construction worker nurtured the team.,first
Civil Engineer,Kindergarten Teacher,told,neutral,male,female,The civil engineer told the kindergarten teacher.,first
Primary School Teacher,Welder,cried in front of,caring,female,male,The primary school teacher cried in front of the welder.,first
Kindergarten Teacher,Primary School Teacher,explained to,neutral,female,female,The kindergarten teacher explained to the primary school teacher.,first
Truck Driver,team,instructed,dominant,male,team,The truck driver instructed the team.,first
Civil Engineer,Librarian,described to,neutral,male,female,The civil engineer described to the librarian.,first
Kindergarten Teacher,Plumber,ordered,dominant,female,male,The kindergarten teacher ordered the plumber.,first
Dental Hygienist,Construction Worker,controlled,dominant,female,male,The dental hygienist controlled the construction worker.,first
Speech Therapist,Nurse,informed,neutral,female,female,The speech therapist informed the nurse.,first
Primary School Teacher,Electrician,ordered,dominant,female,male,The primary school teacher ordered the electrician.,first
Librarian,Construction Worker,cried in front of,caring,female,male,The librarian cried in front of the construction worker.,first
Dental Hygienist,Dental Hygienist,ordered,dominant,female,female,The dental hygienist ordered the dental hygienist.,first
Car Mechanic,Civil Engineer,cared for,caring,male,male,The car mechanic cared for the civil engineer.,first
Plumber,Administrative Assistant,told,neutral,male,female,The plumber told the administrative assistant.,first
Social Worker,Dental Hygienist,cried in front of,caring,female,female,The social worker cried in front of the dental hygienist.,first
Software Developer,Construction Worker,described to,neutral,male,male,The software developer described to the construction worker.,first
Construction Worker,Mechanical Engineer,controlled,dominant,male,male,The construction worker controlled the mechanical engineer.,first
Police Officer,Electrician,explained to,neutral,male,male,The police officer explained to the electrician.,first
Flight Attendant,Primary School Teacher,described to,neutral,female,female,The flight attendant described to the primary school teacher.,first
Primary School Teacher,Administrative Assistant,asked,neutral,female,female,The primary school teacher asked the administrative assistant.,first
Nurse,Librarian,dominated,dominant,female,female,The nurse dominated the librarian.,first
Speech Therapist,Civil Engineer,supported,caring,female,male,The speech therapist supported the civil engineer.,first
Social Worker,Flight Attendant,controlled,dominant,female,female,The social worker controlled the flight attendant.,first
Civil Engineer,Librarian,comforted,caring,male,female,The civil engineer comforted the librarian.,first
Welder,HR Specialist,controlled,dominant,male,female,The welder controlled the hr specialist.,first
Software Developer,Plumber,ordered,dominant,male,male,The software developer ordered the plumber.,first
Civil Engineer,Civil Engineer,nurtured,caring,male,male,The civil engineer nurtured the civil engineer.,first
HR Specialist,Social Worker,commanded,dominant,female,female,The hr specialist commanded the social worker.,first
Flight Attendant,Librarian,told,neutral,female,female,The flight attendant told the librarian.,first
HR Specialist,Librarian,cared for,caring,female,female,The hr specialist cared for the librarian.,first
Social Worker,Kindergarten Teacher,comforted,caring,female,female,The social worker comforted the kindergarten teacher.,first
Mechanical Engineer,Dental Hygienist,nurtured,caring,male,female,The mechanical engineer nurtured the dental hygienist.,first
Dental Hygienist,Truck Driver,asked,neutral,female,male,The dental hygienist asked the truck driver.,first
Car Mechanic,Mechanical Engineer,instructed,dominant,male,male,The car mechanic instructed the mechanical engineer.,first
Speech Therapist,Police Officer,instructed,dominant,female,male,The speech therapist instructed the police officer.,first
Electrician,Civil Engineer,commanded,dominant,male,male,The electrician commanded the civil engineer.,first
Truck Driver,HR Specialist,explained to,neutral,male,female,The truck driver explained to the hr specialist.,first
Librarian,Car Mechanic,cared for,caring,female,male,The librarian cared for the car mechanic.,first
